2000,6,6,0
2001,6,6,0
2002,6,6,0
2003,29,29,0
2004,25,25,0
2005,24,23,1
2006,29,26,3
2007,42,38,4
2008,34,30,4
2009,45,38,7
2010,54,44,10
2011,62,50,12
2012,62,51,11
2013,56,48,8
2014,61,53,8
2015,62,52,10
2016,55,44,11
2017,57,45,12
2018,60,47,13
2019,59,44,15
2020,64,53,11
2021,58,49,9
2022,53,43,10
